Term_Key,Language_0 (CN),Language_1 (EN),Language_2 (JP),Language_3 (RU),Korean
ReEX_Info_A/122,费用-1，获得【雷反】翻倍,Cost -1. Grant 2x stacks of [Lightning Counter],コスト-1、付与される「雷返し」が倍増する。,Стоимость −1. Дает 2× зарядов [Молниевый контрудар],"비용 -1, 획득하는 【뇌반】이 2배가 됩니다."
ReEX_Info_A/123,不再获得【雷反】，改为追加【眩晕】效果,"No longer grant [Lightning Counter], but inflict [Stun] instead",「雷返し」を得る代わりに「スタン」を追加する。,"Больше не дает [Молниевый контрудар], а вместо этого накладывает [Оглушение]","더 이상 【뇌반】을 획득하지 않으며, 대신 【기절】 효과를 추가합니다."
ReEX_Info_A/124,被击后获得的【攻击力】和【灵压】，提高至【雷反】层数的2倍,Increase the [Attack] and [Spirit Pressure] gained on being hit to 2x the number of [Lightning Counter] stacks,攻撃されるときに得る「攻撃力」と「霊圧」は「雷返し」ストック数の2倍になる。,Увеличивает получаемые при ударе [Атака] и [Духовное давление] до 2× числа зарядов [Молниевый контрудар],피격 후 획득하는 【공격력】과 【영압】이 【뇌반】 중첩의 2배로 증가합니다.
ReEX_Info_A/125,本回合任意单位任意方式造成一次真实伤害，回合结束时，为自身填充3点护盾,,,,"이번 턴에 임의의 유닛이 어떤 방식으로든 고정 피해를 입혔다면, 턴 종료 시 자신에게 보호막을 3만큼 부여합니다."
ReEX_Info_A/126,本回合剩余行动次数时，获得一张《摆烂》,,,,"이번 턴에 행동 횟수가 남았을 때, 《농땡이》 1장을 획득합니다."
ReEX_Info_A/127,变为真实伤害,,,,고정 피해로 변경됩니다.
ReEX_Info_A/128,左右单位剩余行动次数，各自获得1张《摆烂》,,,,"좌우 유닛의 행동 횟수가 남았을 때, 각각 《농땡이》 1장을 획득합니다."
ReEX_Info_A/129,手中每有一张《摆烂》，护盾额外+10%,,,,손에 있는 《농땡이》 1장당 보호막이 10% 추가됩니다.
ReEX_Info_A/130,累计丢弃一张水，一张火后，执行一次全局抽牌,,,,"수, 화 카드를 각각 1장씩 버린 후, 전체 드로우를 1회 실행합니다."
ReEX_Info_A/131,任意单位死亡时，随机汲取一名敌人1点全属性。,,,,"임의의 유닛 사망 시, 무작위 적 1명에게서 모든 스탯을 1만큼 【흡수】합니다."
ReEX_Info_A/132,本次战斗每死亡一名单位额外叠加2层【猛毒】,,,,이번 전투에서 유닛이 1명 사망할 때마다 【맹독】 2중첩을 추가로 쌓습니다.
ReEX_Info_A/133,任意单位任意方式使用【旁门】卡牌时，触发陪葬,,,,"임의의 유닛이 어떤 방식으로든 【방문】 카드를 사용할 때, 순장을 발동합니다."
ReEX_Info_A/134,获得增值标签，同时【汲取】等量水灵根,,,,"【증식】 태그를 획득하고, 동시에 동일한 양의 수영근을 【흡수】합니다."
ReEX_Info_A/135,任意单位任意方式造成法术伤害时，25%概率释放一次《瘴域》（视为卡牌事件）,,,,"임의의 유닛이 어떤 방식으로든 주문 피해를 입힐 때, 25% 확률로 《장역》을 시전합니다 (카드 이벤트로 간주)."
ReEX_Info_A/136,任意单位任意方式使用【火】卡牌后，自身获得1层【怒意】,,,,"임의의 유닛이 어떤 방식으로든 【화】 카드를 사용한 후, 자신은 【분노】 1중첩을 획득합니다."
ReEX_Info_A/137,费用+1，每拥有一层龙威，造成伤害提高10%,Cost +1. +10% damage dealt per stack of [Dragon's Presence],コスト+1、龍威1ストックごとに与えるダメージが10%増加する。,Стоимость +1. +10% наносимого урона за каждый заряд [Присутствие дракона],"비용 +1, 보유한 【용위】 1중첩당 피해량이 10% 증가합니다."
ReEX_Info_A/138,一轮战斗中，灰烬之眼每触发一次，叠加的Debuff层数+2,"Each time [Eye of Ashes] is triggered within a battle, inflict +2 more stacks of debuffs",1回の戦闘で灰燼の眼が発動するごとに、付与するデバフのストック数+2。,Каждый раз при срабатывании [Око пепла] в бою накладывает +2 дополнительных заряда дебаффов,"한 번의 전투 중, 회신지안이 발동할 때마다 중첩되는 디버프 수가 +2 증가합니다."
ReEX_Info_A/139,每拥有一层龙威，造成伤害提高15%,+15% damage dealt per stack of [Dragon's Presence],付与されている龍威1ストックごとに、与えるダメージが15%増加する。,`+15% наносимого урона за каждый заряд [Присутствие дракона],보유한 【용위】 1중첩당 피해량이 15% 증가합니다.
ReEX_Info_A/140,灰烬之眼每触发一次，获得【怒意】增加1层\n回合结束时重置计数,,,,회신지안이 발동할 때마다 획득하는 【분노】가 1중첩 증가합니다\n턴 종료 시 카운트가 초기화됩니다.
ReEX_Info_A/141,一轮战斗中，灰烬之眼每触发一次，叠加的Debuff层数+1,,,,"한 번의 전투 중, 회신지안이 발동할 때마다 중첩되는 디버프 수가 +1 증가합니다."
ReEX_Info_A/142,战斗开始时，场上每存在一组重复的己方随从，获得其未升级的被动技能。,"At the start of battle, for each pair of duplicate allied minions on the field, gain their un-upgraded passive abilities",戦闘開始時、フィールドに同じ味方ミニオンが1対あるごとに、そのミニオンのアップグレードしていないパッシブスキルを獲得する。,В начале боя за каждую пару одинаковых союзных миньонов на поле получает их неулучшенные пассивные способности,"전투 시작 시, 필드에 중복된 아군 추종자 한 쌍이 존재할 때마다, 그들의 강화되지 않은 패시브 스킬을 획득합니다."
ReEX_Info_A/143,费用+1，获得【增值】标签，增值后，会提高重复卡牌的使用次数,"Cost +1. Add the [Value-Up] tag, which increases the number of times duplicate cards are used",コスト+1、ワード「増殖」を獲得する。増殖後、重複カードの使用回数を増加する。,Стоимость +1. Добавляет метку [Прирост стоимости],"비용 +1, 【증식】 태그를 획득합니다. 증식 후 중복 카드의 사용 횟수가 증가합니다."
ReEX_Info_A/144,费用-1，不再击退目标，改为施加3层【攥紧】,Cost -1. No longer knock back the target but inflict 3 [Clench] instead,コスト-1、ターゲットをノックバックする代わりに「掴み」を3ストック付与する。,"Стоимость -1. Больше не отбрасывает цель, а вместо этого накладывает 3 [Сжатие]","비용 -1, 대상을 밀쳐내지 않는 대신 【움켜쥠】 3중첩을 부여합니다."
ReEX_Info_A/145,回合结束时，所有【风】【火】卡牌费用-1,"At the end of the turn, -1 cost for all [Wind] and [Fire] cards",ターン終了時、すべての「風」「火」カードのコスト-1。,В конце хода -1 к стоимости всех карт [Ветер] и [Огонь],"턴 종료 시, 모든 【풍】, 【화】 카드의 비용 -1."
ReEX_Info_A/146,同时对目标左右随从造成等额伤害和【法穿】,Also deal equivalent damage to the units adjacent to the target and inflict [Magic Penetration],ターゲットの隣接ミニオンに同量のダメージと「法術貫通」を与える。,"Также наносит равный урон юнитам, соседним с целью, и накладывает [Пробивание магии]",동시에 대상의 좌우 추종자에게 동일한 피해와 【파법】을 입힙니다.
ReEX_Info_A/147,50%概率卡牌费用-2,50% chance to -2 card Cost,50%の確率でカードコスト-2。,50% шанс -2 к стоимости карты,50% 확률로 카드 비용 -2.
ReEX_Info_A/148,任意己方单位护盾高于100/500/2000时，全伤害提高20/35/50,All damage +20/35/50 to any allied units with more than 100/500/2000 Shield,任意の味方ユニットのシールドが100/500/2000を超えている場合、すべてのダメージが20/35/50増加する。,Весь урон +20/35/50 любым союзным юнитам с щитом более 100/500/2000,"임의의 아군 유닛 보호막이 100/500/2000보다 높을 때, 모든 피해량이 20/35/50 증가합니다."
ReEX_Info_A/149,费用+1，获得【待机】标签,Cost +1. Add the [Ready] tag,コスト+1、ワード「待機」を獲得する。,Стоимость +1. Добавляет метку [Готовность],"비용 +1, 【대기】 태그를 획득합니다."
ReEX_Info_A/150,消耗所有护盾，造成伤害翻倍,"Consume all Shield, but damage dealt x2",すべてのシールドを消費し、与えるダメージが倍増する。,"Тратит весь щит, но наносимый урон ×2",모든 보호막을 소모하여 피해량이 2배가 됩니다.
ReEX_Info_A/151,每点消耗灵力的加成提高至100%,+100% damage now for each point of [Mana] consumed,霊力を消費するごとに得られるボーナスが100%まで増加する。,Теперь +100% урона за каждую потраченную единицу [Мана],소모한 영력 1당 보너스가 100%로 증가합니다.
ReEX_Info_A/152,费用+2，回复灵力减半，获得【随风】【唯一】标签,"Cost +2. Halve the [Mana] restored, but add the [Wind-Led] and [Unique] tags",コスト+2、回復する霊力が半減し、ワード「随風」「唯一」を獲得する。,"Стоимость +2. Уменьшает вдвое восстановление [Мана], но добавляет метки [Ведомый ветром] и [Уникальная]","비용 +2, 영력 회복량이 절반이 되며, 【수풍】, 【유일】 태그를 획득합니다."
ReEX_Info_A/153,获得伤害加成翻倍，且改为全伤害加成,Damage bonus x2 and affect all damage types,得られるダメージボーナスが倍増し、全ダメージボーナスになる。,Бонус к урону ×2 и затрагивает все типы урона,"획득하는 피해량 보너스가 2배가 되며, 모든 피해량 보너스로 변경됩니다."
ReEX_Info_A/154,去除【唯一】标签，移除生命减半,Remove the [Unique] tag and halve the HP amount removed,ワード「唯一」を取り除き、失う体力が半減する。,Снимает метку [Уникальная] и уменьшает вдвое снимаемое здоровье,"【유일】 태그를 제거하고, 생명력 반감 효과를 제거합니다."
